"","x"
"707","RT @Shalonda_loveee: Shonda be like: 

I killed McDreamy, Denny, Mark, Lexie, George, Rebecca, Sam, now WES.. You naaame it!!! <ed><U+00A0><U+00BD><ed><U+00B8><U+00AD><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD><ed><U+00A0><U+00BD><ed><U+00B8><U+00AA> #HTGAWM…"
"708","WHAT THE FUCK WHAT THE FUCK #HTGAWM"
"709","RT @RestingPlatypus: Yes but, on the plus side, you live in Spain. And Spain is... Spain. #HTGAWM  https://t.co/c4uk0JqUbv"
"710","RT @BCherai: my brother had the best response. ""Why Couldn't Trump Be Under The Sheet""? #HTGAWM"
"711","RT @laurenadinab: HAVEN'T WE BEEN THROUGH ENOUGH IN 2016 #HTGAWM"
"712","When Shonda kills off the love of your life for a second time <ed><U+00A0><U+00BD><ed><U+00B8><U+00A5>#RIPDeanThomas #HTGAWM https://t.co/iN9xZ3Q7QJ"
"713","Despite knowing what was going to happen, that episode stung. I'm legit sad #HTGAWM #UnderTheSheet"
"714","#HTGAWM has me crying. <ed><U+00A0><U+00BD><ed><U+00B8><U+00A2>"
"715","Congratulations #htgawm for being like every show ever when you were supposed to be different https://t.co/6Xj4Echp0b"
"716","Wes about to ruin everything for Rebecca I guess #HTGAWM"
"717","RT @conradricamora: Thanks for watching #htgawm fans. I know what ur going through. I'm right there with you. <U+2764><U+FE0F>"
"718","Nooo Wes <ed><U+00A0><U+00BD><ed><U+00B2><U+0094><ed><U+00A0><U+00BD><ed><U+00B2><U+0094> #HTGAWM"
"719","#HTGAWM Spoilers: Dead Body Under The Sheet Revealed! Actor Reacts To His Character’s Unexpected Demise https://t.co/bLQ03r0P86"
"720","RT @MsOriginality18: When The Lady Lifted Up The Sheet And It Was Wes <ed><U+00A0><U+00BD><ed><U+00B8><U+00A9><ed><U+00A0><U+00BD><ed><U+00B8><U+00A9> I Have Never Been This Shook Over A Show #HTGAWM https://t.co/WFat…"
"721","Lol watching #HTGAWM like https://t.co/JAtTb51mfO"
"722","RT @petenowalk: This was the hardest showrunner decision I've ever made #StomachPains&amp;Tears #HTGAWM"
"723","RT @alyssamarie0901: My one question is: How did Connor know to come to the hospital when his phone was left at Michaela's? <ed><U+00A0><U+00BE><ed><U+00B4><U+0094> #htgawm #unde…"
"724","RT @HowToGetAwayABC: #HTGAWM Returns 01.19.17! 
#TGIT IS BACK!!! https://t.co/E2L5czo6Nu"
"725","RT @HaleftBush: I would like to take a moment to appreciate the entire cast of #HTGAWM @RestingPlatypus @KarlaSouza7 @ajanaomi_king @MattMc…"
"726","RT @thekeating5ive: to the cast of #HTGAWM!!!
Thank you guys for everything! &lt;3 https://t.co/3x0nMM3cwV"
"727","#HTGAWM Annalise and the others when they find out who killed Wes https://t.co/qSP8OHiN6B"
"728","RT @NykaNycole81: They should have killed off Asher so he can go back to Daya and get his baby!!!<ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+00A2><ed><U+00A0><U+00BD><ed><U+00B8><U+00B3> #OITNB  #HTGAWM"
"729","RT @MattMcGorry: I'm signing off before I get sad. Have a good night everyone! Hope your coping mechanisms kick in soon <ed><U+00A0><U+00BD><ed><U+00B8><U+00AD><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD> #HTGAWM"
"730","RT @RestingPlatypus: We got through it. Thanks for tuning in fam. #HTGAWM"
"731","RT @laurelsgibbin: Wes Gibbins lost his dad, mother, girlfriend, and went through horrible experiences. He deserved happiness. #htgawm http…"
"732","HAWU GUYS BUT WHY IS LIFE LIKE THIS?! <ed><U+00A0><U+00BD><ed><U+00B8><U+00AD><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD>
 #HTGAWM"
"733","RT @petenowalk: And we officially say goodbye to 1130 Whitley Ave #BestSetEver #HTGAWM #UnderTheSheet"
"734","RT @liza_weil: I love you Wes Gibbons. I love you Alfred Enoch. <U+2764><U+FE0F>
#HTGAWM"
"735","RT @HowToGetAwayABC: No words!
#HTGAWM https://t.co/3tgYe33cz4"
"736","The question is:
Who killed who's #underthesheet &amp; Why?! .. Stay tuned, JAN 19 <ed><U+00A0><U+00BD><ed><U+00B8><U+00AD> 

#HTGAWM"
"737","RT @justmarKus05: IM STILL SHOOK ABOUT #HTGAWM"
"738","RT @Shalonda_loveee: Shonda be like: 

I killed McDreamy, Denny, Mark, Lexie, George, Rebecca, Sam, now WES.. You naaame it!!! <ed><U+00A0><U+00BD><ed><U+00B8><U+00AD><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD><ed><U+00A0><U+00BD><ed><U+00B8><U+00AA> #HTGAWM…"
"739","RT @foreversaranya: #HTGAWM I need some of Annalise's vodka right about now"
"740","Just saw #HTGAWM 
.
.
.
.
.
I AM A MESSSSS"
"741","RT @Cristallizing: Peter: But Wes is a main charac--
Shonda: Kill him
#HTGAWM https://t.co/avKHbf9Qjj"
"742","RT @ajanaomi_king: OH GOD PLEASE HELP
#HTGAWM https://t.co/IvjuDznVQH"
"743","RT @sirencoliver: OH MY GOD??? EVERYONE IS KISSING EVERYONE WHAT'S HAPPENING #HTGAWM"
"744","I hate this episode! <ed><U+00A0><U+00BD><ed><U+00B8><U+00AD><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD> #htgawm <ed><U+00A0><U+00BD><ed><U+00B2><U+0094><ed><U+00A0><U+00BD><ed><U+00B2><U+0094><ed><U+00A0><U+00BD><ed><U+00B2><U+0094>"
"745","R.I.P Wes Gibbins <ed><U+00A0><U+00BD><ed><U+00B8><U+009E><ed><U+00A0><U+00BD><ed><U+00B2><U+0098> #htgawm"
"746","RT @stepht_88: @liza_weil @TheCharlieWeber #HTGAWM Bonnie: I would die if you killed yourself. Also Bonnie: say uh, can you do life in jail…"
"747","RT @laurelsgibbin: This is a thread in honor of Wes Gibbins. He deserved so much better. #HTGAWM https://t.co/ASSmGQX0q5"
"748","RT @j_spence93: #HTGAWM 
Them: Omg! Did you watch the mid season finale of How to Get Aw- 
Me: https://t.co/u33VcQINtK"
"749","RT @MsOriginality18: When The Lady Lifted Up The Sheet And It Was Wes <ed><U+00A0><U+00BD><ed><U+00B8><U+00A9><ed><U+00A0><U+00BD><ed><U+00B8><U+00A9> I Have Never Been This Shook Over A Show #HTGAWM https://t.co/WFat…"
"750","RT @m0ilo: No words #HTGAWM #UndertheSheet @RestingPlatypus https://t.co/X1WPu4JKtU"
"751","It's gonna be a long ass wait. Kill me. #HTGAWM"
"752","RT @sirencoliver: OH MY GOD??? EVERYONE IS KISSING EVERYONE WHAT'S HAPPENING #HTGAWM"
"753","RT @DONHALOGEN: #HTGAWM is not coming back till January 19?? https://t.co/Y8X56rRjXQ"
"754","They literally killed Wes off. This ain't funny should've been Nate #HTGAWM"
"755","RT @nuffsaidNY: Calling out tomorrow. There was a death in my family tonight and I need time to mourn. <ed><U+00A0><U+00BD><ed><U+00B8><U+00A9><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD> #HTGAWM https://t.co/y5oQoN7jLW"
"756","RT @Seantaneous: wes had both his girls crying over him hugging each other. iconic. #HTGAWM"
"757","RT @Yoo_Tori: When you realize how much you weren't ready for Wes to die even when he got on your damn nerves #HTGAWM https://t.co/neWxxCOr…"
"758","Keating 5: How To Get Away With Murder?
Marcos: LOL EASY. Ask me how.

#HTGAWM #MarcosNOTaHero #MarcosBurial"
"759","Omg I thought my ship had come in then - just when I'd given up on it <ed><U+00A0><U+00BD><ed><U+00B8><U+008F> #HTGAWM"
"760","RT @VincentNewen: OMFG!!!!!! THAT #HTGAWM ENDING!!!!!! FUUUUUUUUUUUCCKKKKKK!!"
"761","Kmt!!! Why did I come on here before I watch #HTGAWM??!!!!!"
"762","RT @BCherai: my brother had the best response. ""Why Couldn't Trump Be Under The Sheet""? #HTGAWM"
"763","RT @HowToGetAwayABC: Exams ... Nailed it! 
#HTGAWM https://t.co/K7QDEcjvG7"
"764","RT @Gia98Gia: After seeing who was under the sheet #HTGAWMWinterFinale #HTGAWM https://t.co/HCB8NYbMdo"
"765","RT @Shalonda_loveee: Shonda be like: 

I killed McDreamy, Denny, Mark, Lexie, George, Rebecca, Sam, now WES.. You naaame it!!! <ed><U+00A0><U+00BD><ed><U+00B8><U+00AD><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD><ed><U+00A0><U+00BD><ed><U+00B8><U+00AA> #HTGAWM…"
"766","i want to cry #HTGAWM"
"767","RT @HowToGetAwayABC: #HTGAWM Returns 01.19.17! 
#TGIT IS BACK!!! https://t.co/E2L5czo6Nu"
"768","RT @halfhalaltrash: Me thinking Nate died in #htgawm vs after finding out it's Wes https://t.co/dOzRZki33f"
"769","RT @BrokeBlackChick: I can't with #HTGAWM How you gon do this tew me SHONDA! How???!!!! I need answers https://t.co/eh9BqKerCZ"
"770","RT @ajanaomi_king: OH GOD PLEASE HELP
#HTGAWM https://t.co/IvjuDznVQH"
"771","RT @CallMe_Starlord: Just when you didn't think 2016 could get any worse, we find out who's under the sheet. #htgawm https://t.co/aej0lQyaOQ"
"772","RT @alonzolerone: Sorry, can't go to work tomorrow. Someone real close to me died in a fire #HTGAWM"
"773","RT @Gia98Gia: After seeing who was under the sheet #HTGAWMWinterFinale #HTGAWM https://t.co/HCB8NYbMdo"
"774","RT @petenowalk: Still practicing this move, might need pointers @MattMcGorry #HTGAWM https://t.co/cUemaVUXfz"
"775","RT @morgansstockton: ok what is going on #HTGAWM https://t.co/qcgN4uDLRA"
"776","RT @FOXCinemas: #HTGAWM: Dear Shonda, This is Why We Have Trust Issues https://t.co/a6ggWaKVVL https://t.co/j6uDUc7kvC"
"777","RT @petenowalk: This was the hardest showrunner decision I've ever made #StomachPains&amp;Tears #HTGAWM"
"778","RT @ajanaomi_king: I have to go call my parents now bcz I know they will be devastated ...
It hurts us too :(
#HTGAWM"
"779","RT @nuffsaidNY: THEY KILLED WES! 
I WANT TO FILE A COMPLAINT! 

#HTGAWM https://t.co/rRDfKYllLx"
"780","RT @hey_tearcatcher: HI, I'M AS DEAD AS THE BODY UNDER THE SHEET #HTGAWM"
"781","Wes &amp; Frank working together to take Annaleise, Wes kills himself first, then Frank gets rid of the rest, not knowing about Laurel #HTGAWM"
"782","RT @NykaNycole81: They should have killed off Asher so he can go back to Daya and get his baby!!!<ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+00A2><ed><U+00A0><U+00BD><ed><U+00B8><U+00B3> #OITNB  #HTGAWM"
"783","RT @laurelsgibbin: This is a thread in honor of Wes Gibbins. He deserved so much better. #HTGAWM https://t.co/ASSmGQX0q5"
"784","RT @ajanaomi_king: Ok I'm here now. Please watch with a friend, love you all!
#HTGAWM"
"785","RT @halfhalaltrash: Me thinking Nate died in #htgawm vs after finding out it's Wes https://t.co/dOzRZki33f"
"786","OMG Wes! <ed><U+00A0><U+00BD><ed><U+00B8><U+00A8>
#HTGAWM"
"787","RT @TrashyUsagi: Just in case you didn't think 2016 could get any worse @shondarhimes pulled this stunt... #HTGAWM"
"788","RT @ajanaomi_king: For those that already know ...I'm so sorry.
#HTGAWM"
"789","RT @ajanaomi_king: I have to go call my parents now bcz I know they will be devastated ...
It hurts us too :(
#HTGAWM"
"790","RT @RestingPlatypus: We got through it. Thanks for tuning in fam. #HTGAWM"
"791","I scrolled too far down and saw 2 #HTGAWM spoilers <ed><U+00A0><U+00BD><ed><U+00B8><U+00A3>"
"792","RT @Gia98Gia: After seeing who was under the sheet #HTGAWMWinterFinale #HTGAWM https://t.co/HCB8NYbMdo"
"793","Like I wanna cry so bad but I cant cause I'm speechless #HTGAWM"
"794","Omg omg omg #HTGAWM was incredible tonight wow wow wow #UnderTheSheet #Revealed #NoSpoilers"
"795","RT @petenowalk: All those good memories...#HTGAWM https://t.co/NWKh4qbu5g"
"796","Just rewatched this episode and I still cried like I did the first time #HTGAWM"
"797","Nah I'm reeling from shock #HTGAWM"
"798","what do you mean by ""he was already dead before the fire?"" UGHhhhh #HTGAWM"
"799","RT @laurenadinab: HAVEN'T WE BEEN THROUGH ENOUGH IN 2016 #HTGAWM"
"800","RT @michaelashrs: So was Oliver Wes' replacement in the Keating 5?? If so...  #HTGAWM https://t.co/P6kDo8z8yh"
"801","RT @RestingPlatypus: We got through it. Thanks for tuning in fam. #HTGAWM"
"802","RT @ajanaomi_king: For those that already know ...I'm so sorry.
#HTGAWM"
"803","RT @ohhicutiepie: Why is everyone kissing one another #htgawm"
"804","RT @RestingPlatypus: Yes but, on the plus side, you live in Spain. And Spain is... Spain. #HTGAWM  https://t.co/c4uk0JqUbv"
"805","RT @HowToGetAwayABC: No words!
#HTGAWM https://t.co/3tgYe33cz4"
"806","RT @laurelsgibbin: RIP baby. You deserved better. #htgawm
#ripwesgibbins https://t.co/cwAhRlx7Bq"
"807","RT @laurelsgibbin: This is a thread in honor of Wes Gibbins. He deserved so much better. #HTGAWM https://t.co/ASSmGQX0q5"
"808","RT @Z16_albrecht: Crossing my fingers till it broke, praying like ""let there be a Jon Snow scenario on Wes Gibbins"".. Puhlease! #HTGAWM"
"809","RT @ajanaomi_king: OH GOD PLEASE HELP
#HTGAWM https://t.co/IvjuDznVQH"
"810","What the fuck <ed><U+00A0><U+00BD><ed><U+00B8><U+00B1> #HTGAWM"
"811","Fuck this is the most painful episode of #HTGAWM :( i can't. I just can't :((((("
"812","RT @ajanaomi_king: I have to go call my parents now bcz I know they will be devastated ...
It hurts us too :(
#HTGAWM"
"813","RT @EmAyEchAy: ""I'd rather be damaged than fake.""

#HTGAWM"
"814","OMG WHOSE BODY DID THEY FIND IN THE WOODS #HTGAWM"
"815","RT @ajanaomi_king: I have to go call my parents now bcz I know they will be devastated ...
It hurts us too :(
#HTGAWM"
"816","RT @liza_weil: I love you Wes Gibbons. I love you Alfred Enoch. <U+2764><U+FE0F>
#HTGAWM"
"817","RT @laurelsgibbin: This is the man you all hated so much. Congrats. #htgawm #ripwesgibbins https://t.co/9CxorpY5TI"
"818","RT @DrunkyBorghy: #HTGAWM<U+202F><U+202F><U+202F> 
""I wasn't high Ollie I was TRAUMATIZED""
CONNOR FOR GOD'S SAKE https://t.co/ZBBUnpla7b"
"819","RT @_jamil14: watching #HTGAWM like ..... @violadavis https://t.co/zZT9VmIXWR"
"820","LIVE on #Periscope: Just now watching #HTGAWM Winter Finale https://t.co/RNz4X3QTlo"
"821","RT @chuuzus: good morning everyone except how to get away with murder writer for killing Wes instead of Nate who isn't important #htgawm ht…"
"822","RT @shondalandcast: Wes is Dead <ed><U+00A0><U+00BD><ed><U+00B8><U+00A8><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD> #HTGAWM https://t.co/LK0tU3eUUP"
"823","RT @laurelsgibbin: Wes Gibbins lost his dad, mother, girlfriend, and went through horrible experiences. He deserved happiness. #htgawm http…"
"824","RT @HowToGetAwayABC: #HTGAWM Returns 01.19.17! 
#TGIT IS BACK!!! https://t.co/E2L5czo6Nu"
"825","RT @Vine_Studio: WHEN YOU TAKE CREATIVITY TO A WHOLE NEW LVL.....DAMN HAT'S OFF TO THE ARTIST....#HTGAWM,#GIFS,#FUNNY,@animallovepage https…"
"826","Are we just gonna forget about Laurel and Michaela kissing?? #HTGAWM @HowToGetAwayABC @KarlaSouza7 @ajanaomi_king <ed><U+00A0><U+00BD><ed><U+00B8><U+009A><ed><U+00A0><U+00BD><ed><U+00B8><U+009A>"
"827","I wanted to cry but i was in the office watching. Tell me how to get away with depression after this?  #HTGAWM"
"828","RT @ajanaomi_king: I have to go call my parents now bcz I know they will be devastated ...
It hurts us too :(
#HTGAWM"
"829","I AM TOO SHOOK TO EVEN FUNCTION #HTGAWM"
"830","oh wow im so confused... #HTGAWM https://t.co/MYuZBOwbNR"
"831","RT @fyeahtgawm: Raise your hand if you've been victimized by this episode. #HTGAWM @HowToGetAwayABC @petenowalk @violadavis https://t.co/4K…"
"832","RT @laurelsgibbin: This is a thread in honor of Wes Gibbins. He deserved so much better. #HTGAWM https://t.co/ASSmGQX0q5"
"833","RT @SandGomezz: Me rn cause of #HTGAWM https://t.co/xWLiXbTiI2"
"834","How could shonda do this ? <ed><U+00A0><U+00BD><ed><U+00B8><U+00AD>.  I can't see straight #HTGAWM"
"835","RT @ileon1996: YOURE FUCKING KIDDING ME
WHAT THE FUCK. #htgawm"
"836","RT @ajshannon33: who hurt you??? @shondarhimes #htgawm #underthesheet"
"837","RT @liza_weil: I love you Wes Gibbons. I love you Alfred Enoch. <U+2764><U+FE0F>
#HTGAWM"
"838","RT @oliviaspope: Shonda could've killed laurel, frank Bonnie, connor, asher , Oliver, YOU NAME IT.  #HTGAWM https://t.co/IUmO4491ZE"
"839","RT @ajanaomi_king: OH GOD PLEASE HELP
#HTGAWM https://t.co/IvjuDznVQH"
"840","RT @ajanaomi_king: For those that already know ...I'm so sorry.
#HTGAWM"
"841","FUCK FRANK IS SO BROKEN #HTGAWM"
"842","RT @chuuzus: good morning everyone except how to get away with murder writer for killing Wes instead of Nate who isn't important #htgawm ht…"
"843","RT @ajanaomi_king: For those that already know ...I'm so sorry.
#HTGAWM"
"844","RT @RestingPlatypus: We got through it. Thanks for tuning in fam. #HTGAWM"
"845","""I'd rather be damaged than fake."" Connor / @RestingPlatypus #HTGAWM #GetTheFuckOut #WhyAreYouDoingThis @shondarhimes"
"846","me until the next season premiere of #HTGAWM #fml #depressed #numb https://t.co/hKEX7eupeL"
"847","RT @DrunkyBorghy: #HTGAWM<U+202F><U+202F><U+202F> 
""I wasn't high Ollie I was TRAUMATIZED""
CONNOR FOR GOD'S SAKE https://t.co/ZBBUnpla7b"
"848","RT @HowToGetAwayABC: Do. Not. Mess!!!
 #HTGAWM https://t.co/U2H60spYul"
"849","RT @INKdaRapper: Please let that be Wes' secret evil twin brother, East #HTGAWM   @shondarhimes"
"850","RT @HowToGetAwayABC: #HTGAWM Returns 01.19.17! 
#TGIT IS BACK!!! https://t.co/E2L5czo6Nu"
"851","You lot just ruin everything! Its like i have watched the whole episode of #HTGAWM on twitter"
"852","RT @liza_weil: I love you Wes Gibbons. I love you Alfred Enoch. <U+2764><U+FE0F>
#HTGAWM"
"853","RT @gabbydavidson_: how to get away with murder just furthered my belief that 2016 is the worst year in existence #HTGAWM"
"854","TT NEW ZEALAND 21:07
1.#swakl
2.#HTGAWM
3.#Breakernation
4.#NZvPAK
5.#kiwicon
6.Havelock North
7.Ireland
8.Adele
9.Kaikoura
10.Register"
"855","RT @ajanaomi_king: OH GOD PLEASE HELP
#HTGAWM https://t.co/IvjuDznVQH"
"856","RT @Yoo_Tori: When you realize how much you weren't ready for Wes to die even when he got on your damn nerves #HTGAWM https://t.co/neWxxCOr…"
"857","That #GreysAnatomy and #HTGAWM finales <ed><U+00A0><U+00BD><ed><U+00B8><U+00B1>"
"858","RT @thatsclaudia: i just cannot believe it....my baby...... #htgawm"
"859","RT @_ramenpapi: #htgawm made me age 10 years"
"860","RT @munaism: I think classes should be cancelled nationwide for a week due to high emotional stress #htgawm"
"861","RT @HowToGetAwayABC: #HTGAWM Returns 01.19.17! 
#TGIT IS BACK!!! https://t.co/E2L5czo6Nu"
"862","<U+263A> i <U+263A> hate <U+263A> everyone <U+263A> fuck <U+263A> #htgawm"
"863","RT @SholaAbimbola: I stressed #HTGAWM"
"864","RT @laurelsgibbin: This is a thread in honor of Wes Gibbins. He deserved so much better. #HTGAWM https://t.co/ASSmGQX0q5"
"865","RT @polkadotpurse: #HTGAWM I don't think anyone would be mad if they pretended this never happened in the 2nd half of the season and acted…"
"866","RT @itsgregorio__: why <ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC> does <ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC> shonda <ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC> rhimes <ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC> play <ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC> games <ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC> with <ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC> my <ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC> heart #htgawm #greysanatomy"
"867","RT @_Barabears: Drinking game: take a shot every time two people who are/aren't a couple kiss on htgawm. #htgawm"
"868","OMG!!! <ed><U+00A0><U+00BD><ed><U+00B8><U+00B0><ed><U+00A0><U+00BD><ed><U+00B8><U+00B0><ed><U+00A0><U+00BD><ed><U+00B8><U+00B3><ed><U+00A0><U+00BD><ed><U+00B8><U+00B3><ed><U+00A0><U+00BD><ed><U+00B8><U+00A2><ed><U+00A0><U+00BD><ed><U+00B8><U+0095> WHAT. THE. FUCK???? #HTGAWM"
"869","RT @munaism: I think classes should be cancelled nationwide for a week due to high emotional stress #htgawm"
"870","RT @itsgregorio__: why <ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC> does <ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC> shonda <ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC> rhimes <ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC> play <ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC> games <ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC> with <ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC> my <ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC> heart #htgawm #greysanatomy"
